Code gare;Intitul̩ gare;Nombre plateformes;Segment DRG;UIC;Unit̩ gare;TVS;Code postal;Commune;D̩partement - Commune;D̩partement;R̩gion;Agence G&C;R̩gion SNCF;Niveau de service;Longitude WGS 84;Latitude WGS 84;Date fin validit̩ gare
140;Montfavet;1;c;87765412;;MFT;84140;Avignon;84-007;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.873943;43.932635;
141;Tarascon;1;b;87765354;;TCN;13150;Tarascon;13-108;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.657206;43.801331;
142;Sorgues - Ch̢teauneuf-du-Pape;1;c;87765206;;;84700;Sorgues;84-129;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.8756182;44.0053909;
143;B̩darrides;1;c;87765198;;BDR;84370;B̩darrides;84-016;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.8931321;44.0407636;
144;Courth̩zon;1;c;87765180;;CTZ;84350;Courth̩zon;84-039;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.8881802;44.0899478;
145;Orange;1;b;87765107;;OGE;84100;Orange;84-087;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;4.819594;44.137304;
146;Avignon Centre;1;b;87765008;;AVI;84000;Avignon;84-007;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;4.805281;43.941900;
148;Le Teil;1;c;87764472;;;7400;Teil;07-319;Ard̬che;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.685992;44.5525285;
149;Boll̬ne la Croisi̬re;1;b;87764357;;BLN;84500;Boll̬ne;84-019;Vaucluse;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.707908;44.271525;
150;Pierrelatte;1;b;87764308;;PRL;26700;Pierrelatte;26-235;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.703783;44.374719;
151;Donz̬re;1;c;87764290;;DOE;26290;Donz̬re;26-116;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.7046262;44.4433646;
152;Mont̩limar;1;a;87764001;;MTR;26200;Mont̩limar;26-198;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;2;4.744792;44.559079;
153;Laragne;1;c;87763755;;LRN;5300;Laragne-Mont̩glin;05-070;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.8189832;44.3164984;
154;Serres;1;c;87763722;;SRE;5700;Serres;05-166;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.7184201;44.4246573;
155;Brian̤on;1;b;87763607;;BRI;5100;Brian̤on;05-023;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.633007;44.889853;
156;L'Argenti̬re les ��crins;1;c;87763557;;LEE;5120;Argenti̬re-la-Bess̩e;05-006;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.5564162;44.7909802;
157;Mont-Dauphin - Guillestre;1;c;87763508;;MOG;5600;Eygliers;05-052;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.6156027;44.6746283;
158;Embrun;1;b;87763466;;EMB;5200;Embrun;05-046;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.496773;44.567008;
159;Chorges;1;c;87763425;;CHO;5230;Chorges;05-040;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.2718887;44.5458415;
160;Veynes D̩voluy;1;c;87763300;;VDY;5400;Veynes;05-179;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.815764;44.5320046;
161;Aspres-sur-Bu��ch;1;c;87763250;;ASH;5140;Aspres-sur-Bu��ch;05-010;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.7545655;44.519428;
162;Valence TGV Rh̫ne-Alpes Sud;1;a;87763029;;VAL;26958;Alixan;26-004;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;2;4.978703;44.991545;
163;Gap;1;b;87763003;;GAP;5000;Gap;05-061;Hautes-Alpes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;6.085638;44.563693;
164;Lyon Saint-Exup̩ry TGV;1;a;87762906;;SXA;69125;Colombier-Saugnieu;69-299;Rh̫ne;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;2; 5.074969;45.721109;
165;Luc-en-Diois;1;c;87761874;;LDE;26310;Luc-en-Diois;26-167;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.4546227;44.6136615;
166;Die;1;c;87761841;;DIE;26150;Die;26-113;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.3632053;44.7582549;
167;Saillans;1;c;87761817;;SIA;26340;Saillans;26-289;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.1940397;44.6944365;
168;Crest;1;c;87761783;;CRE;26400;Crest;26-108;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.0160968;44.7301546;
169;Tullins Fures;1;b;87761759;;TLE;38210;Tullins;38-517;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.492194;45.300996;
170;Poli̩nas;1;c;87761742;;POS;38210;Poli̩nas;38-310;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.4735849;45.256006;
171;Vinay;1;b;87761726;;VNA;38470;Vinay;38-559;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.41005;45.20797;
172;Saint-Marcellin;1;b;87761718;;SCI;38160;Saint-Marcellin;38-416;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.323649;45.150898;
173;Saint-Hilaire - Saint-Nazaire;1;c;87761684;;SHN;38330;Saint-Hilaire-du-Rosier;38-394;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION ALPES;1;5.243851;45.0713405;
174;Romans - Bourg-de-P̩age;1;b;87761650;;ROM;26300;Romans-sur-Is̬re;26-281;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.049800;45.048857;
175;Loriol;1;c;87761262;;LOL;26270;Loriol-sur-Dr̫me;26-166;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8171679;44.7544973;
176;Livron;1;c;87761247;;LIV;26250;Livron-sur-Dr̫me;26-165;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.8305412;44.7796035;
177;L'Isle-d'Abeau;1;b;87761239;;ISA;38080;Isle-d'Abeau;38-193;Is̬re;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;5.219690;45.607645;
178;Tain-l'Hermitage - Tournon;1;b;87761163;;TAI;26600;Tain-l'Hermitage;26-347;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.839967;45.072183;
179;Saint-Vallier sur Rh̫ne;1;b;87761130;;SUO;26240;Saint-Vallier;26-333;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.814390;45.186395;
180;Saint-Rambert-d'Albon;1;b;87761106;;SRA;26140;Saint-Rambert-d'Albon;26-325;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;1;4.810849;45.297797;
181;Valence;1;b;87761007;;VCE;26000;Valence;26-362;Dr̫me;Rh̫ne-Alpes;AG Centre Est Rh̫ne Alpin;REGION RHONE-ALPES;2;4.893273;44.928049;
182;Saint-Joseph le Castellas;1;c;87759316;;XJC;13015;Marseille;13-055;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.3770681;43.3518976;
183;Picon Busserine;1;c;87759290;;XPC;13014;Marseille;13-055;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.3927456;43.3309989;
184;Le Bosquet;1;c;87757757;;BQJ;6400;Cannes;06-029;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.9816599;43.5515285;
185;La Fray̬re;1;c;87757740;;FYS;6400;Cannes;06-029;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.9720902;43.5581088;
186;Ranguin;1;c;87757732;;RGN;6400;Cannes;06-029;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.9693134;43.5691636;
187;Grasse;1;b;87757724;;GRA;6520;Grasse;06-069;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.925524;43.653317;
188;Biot;1;b;87757690;;BJO;6410;Biot;06-018;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.126090;43.610951;
189;Antibes;1;a;87757674;;ATB;6600;Antibes;06-004;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2; 7.119498;43.585784;
190;Juan les Pins;1;b;87757666;;JAE;6160;Antibes;06-004;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.111440;43.570896;
191;Golfe Juan Vallauris;1;b;87757641;;GLF;6220;Vallauris;06-155;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.073578;43.566501;
192;Cannes;1;a;87757625;;CAN;6400;Cannes;06-029;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2; 7.019682;43.553839;
193;Cannes La Bocca;1;b;87757617;;CAB;6150;Cannes;06-029;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.986601;43.548787;
194;Mandelieu-la-Napoule;1;b;87757591;;MPV;6210;Mandelieu-la-Napoule;06-079;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.941313;43.523903;
195;Th̩oule-sur-Mer;1;c;87757583;;THM;6590;Th̩oule-sur-Mer;06-138;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.9367978;43.5134929;
196;Le Trayas;1;c;87757575;;TYA;83700;Saint-Rapha��l;83-118;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.9243444;43.4746639;
197;Anth̩or Cap Roux;1;c;87757567;;AHC;83530;Saint-Rapha��l;83-118;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.8921036;43.4349641;
198;Agay;1;c;87757559;;AGH;83530;Saint-Rapha��l;83-118;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.8564997;43.4313701;
199;Le Dramont;1;c;87757542;;DRW;83530;Saint-Rapha��l;83-118;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.8442467;43.4178193;
200;Boulouris sur Mer;1;c;87757534;;BOU;83700;Saint-Rapha��l;83-118;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.8082519;43.4163471;
201;Saint-Rapha��l Valescure;1;a;87757526;;SRV;83700;Saint-Rapha��l;83-118;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2; 6.769083;43.423560;
202;Fr̩jus - Saint-Raphael Autotrain;1;c;87757518;;;83700;Fr̩jus;83-061;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.7551022;43.4288632;
203;Fr̩jus;1;b;87757500;;FRJ;83600;Fr̩jus;83-061;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.732941;43.432032;
204;Vievola;1;c;87756890;;VVA;6430;Tende;06-163;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.5627976;44.1125561;
205;Tende;1;c;87756882;;TND;6430;Tende;06-163;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.5941608;44.089922;
206;La Brigue;1;c;87756874;;WBI;6430;Brigue;06-162;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.6056235;44.0625669;
207;Saint-Dalmas de Tende;1;c;87756866;;SDD;6430;Tende;06-163;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.5834505;44.05582;
208;Fontan - Saorge;1;c;87756858;;FTO;6540;Fontan;06-062;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.5516262;43.9966378;
209;Breil-sur-Roya;1;c;87756833;;BRE;6540;Breil-sur-Roya;06-023;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.5163276;43.944039;
210;Sospel;1;c;87756825;;SOP;6380;Sospel;06-136;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.453788;43.876545;
211;Tou��t-de-l'Escar̬ne;1;c;87756817;;TDO;6440;Tou��t-de-l'Escar̬ne;06-142;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.364363;43.8470835;
212;L'Escar̬ne;1;c;87756809;;ESR;6440;Escar̬ne;06-057;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.3517085;43.8397674;
213;Peille;1;c;87756791;;PEI;6440;Peille;06-091;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.3800257;43.7920239;
214;Peillon - Sainte-Th̬cle;1;c;87756783;;PXT;6440;Peillon;06-092;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.366807;43.767846;
215;Drap - Cantaron;1;c;87756775;;DRA;6340;Trinit̩;06-149;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.3168739;43.7599599;
216;La Trinit̩ Victor;1;c;87756767;;TVR;6340;Trinit̩;06-149;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.3114604;43.7427854;
217;Menton Garavan;1;b;87756494;;MNJ;6500;Menton;06-083;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.517297;43.785202;
218;Menton;1;b;87756486;;MEN;6500;Menton;06-083;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;7.493300;43.774444;
219;Carnoles;1;b;87756478;;KRL;6180;Roquebrune-Cap-Martin;06-104;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.48139;43.76203;
220;Roquebrune-Cap-Martin;1;c;87756460;;CQR;6190;Roquebrune-Cap-Martin;06-104;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.457343;43.7606178;
221;Cap-d'Ail;1;c;87756395;;KAI;6320;Cap-d'Ail;06-032;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.3943362;43.7205382;
222;��ze;1;c;87756387;;EZZ;6360;��ze;06-059;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.3568031;43.7221842;
223;Beaulieu-sur-Mer;1;b;87756379;;BUM;6310;Beaulieu-sur-Mer;06-011;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.331545;43.706651;
224;Villefranche-sur-Mer;1;b;87756361;;VFH;6230;Villefranche-sur-Mer;06-159;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.314129;43.707061;
225;Nice Riquier;1;b;87756353;;NIR;6300;Nice;06-088;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.290175;43.705554;
226;Saint-Laurent-du-Var;1;b;87756346;;SNV;6700;Saint-Laurent-du-Var;06-123;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.194413;43.662451;
227;Cros de Cagnes;1;b;87756338;;CKG;6800;Cagnes-sur-Mer;06-027;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.167111;43.660465;
228;Cagnes-sur-Mer;1;b;87756320;;CGM;6800;Cagnes-sur-Mer;06-027;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.14864;43.65813;
230;Villeneuve-Loubet;1;b;87756304;;VVP;6270;Villeneuve-Loubet;06-161;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.134066;43.629928;
231;Nice Saint-Augustin;1;b;87756254;;NIA;6200;Nice;06-088;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.216199;43.670728;
232;Nice;1;a;87756056;;NIC;6008;Nice;06-088;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;3; 7.261904;43.704556;
233;Nice Saint Roch;1;c;87756007;;NSR;6300;Nice;06-088;Alpes-Maritimes;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;7.286869;43.715342;
234;Hy̬res;1;b;87755629;;HYE;83400;Hy̬res;83-069;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;6.124223;43.108867;
235;La Crau;1;c;87755611;;LUV;83260;Crau;83-047;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.0687663;43.1449352;
236;Les Arcs - Draguignan;1;a;87755447;;LAC;83460;Arcs;83-004;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;6.482498;43.455524;
237;Vidauban;1;c;87755421;;VUB;83550;Vidauban;83-148;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.4338501;43.4309416;
238;Le Luc - Le Cannet;1;c;87755405;;LEC;83340;Cannet-des-Maures;83-031;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.3430972;43.3902379;
239;Gonfaron;1;c;87755397;;GFR;83590;Gonfaron;83-067;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.2817644;43.3171516;
240;Pignans;1;c;87755389;;PIG;83790;Pignans;83-092;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.2248459;43.298475;
241;Carnoules;1;c;87755371;;CNS;83660;Carnoules;83-033;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.1862531;43.2974104;
242;Puget-Ville;1;c;87755363;;PVI;83390;Puget-sur-Argens;83-099;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.1384483;43.283085;
243;Cuers - Pierrefeu;1;c;87755355;;CFU;83390;Cuers;83-049;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.0856855;43.2364281;
244;Solli̬s-Pont;1;c;87755330;;SIP;83210;Solli̬s-Pont;83-130;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.0464158;43.1907805;
245;La Pauline Hy̬res;1;c;87755314;;LPH;83400;Garde;83-062;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.0351027;43.1364769;
246;La Garde;1;c;87755306;;LGD;83130;Garde;83-062;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;6.0100767;43.1187044;
247;La Seyne - Six Fours;1;b;87755264;;LSM;83500;Seyne-sur-Mer;83-126;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.876966;43.116959;
248;Ollioules - Sanary-sur-Mer;1;b;87755231;;OLL;83190;Ollioules;83-090;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.824979;43.122586;
249;Bandol;1;b;87755223;;BND;83150;Bandol;83-009;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.750118;43.140344;
250;Saint-Cyr Les Lecques - La Cadi̬re;1;b;87755215;;SAQ;83270;Saint-Cyr-sur-Mer;83-112;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.703858;43.185509;
251;Toulon;1;a;87755009;;TLN;83000;Toulon;83-137;Var;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2; 5.929293;43.128370;
252;Salon;1;b;87753764;;SON;13300;Salon-de-Provence;13-103;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.088569;43.639061;
253;Lamanon;1;c;87753731;;LMN;13113;Lamanon;13-049;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.0913333;43.6999662;
254;S̩nas;1;c;87753715;;SUT;13560;S̩nas;13-105;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.0733645;43.7409571;
255;Orgon;1;c;87753707;;ORG;13660;Orgon;13-067;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.0456738;43.7859131;
256;Saint-Martin-de-Crau;1;c;87753681;;SMD;13310;Saint-Martin-de-Crau;13-097;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;4.8003403;43.6223344;
257;Arles;1;b;87753657;;ARS;13200;Arles;13-004;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;2;4.632030;43.684853;
258;Niolon;1;c;87753582;;NLO;13016;Marseille;13-055;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.2569415;43.340223;
259;La Redonne Ensu̬s;1;c;87753574;;RDS;13820;Ensu̬s-la-Redonne;13-033;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.1975675;43.33447;
260;Carry-le-Rouet;1;b;87753566;;CRR;13620;Carry-le-Rouet;13-021;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.153594;43.336592;
261;Sausset-les-Pins;1;b;87753558;;SPJ;13960;Sausset-les-Pins;13-104;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.110001;43.332864;
262;La Couronne Carro;1;c;87753541;;CRQ;13500;Martigues;13-056;Bouches-du-Rh̫ne;Provence-Alpes-C̫te d'Azur;AG M̩diterran̩e;REGION PROVENCE ALPES COTE D'AZUR;1;5.0517077;43.3398078;
